"acc","sample_name","name","pct"
"SRR24705449","BAP_24","cellular organisms","99.03"
"SRR24705448","BAP_25","Viruses","0.76"
"SRR24705448","BAP_25","cellular organisms","99.24"
"SRR24705447","BAP_26","Viruses","0.4"
"SRR24705447","BAP_26","cellular organisms","99.6"
"SRR24705446","BAP_27","Viruses","0.32"
"SRR24705446","BAP_27","cellular organisms","99.68"
"SRR24705445","BAP_28","Viruses","0.27"
"SRR24705445","BAP_28","cellular organisms","99.73"
"SRR24705444","BAP_29","Viruses","0.3"
"SRR24705444","BAP_29","cellular organisms","99.7"
"SRR24705443","BAP_30","Viruses","0.31"
"SRR24705443","BAP_30","cellular organisms","99.69"
"SRR24705442","BAP_31","Viruses","0.31"
"SRR24705442","BAP_31","cellular organisms","99.69"
"SRR24705441","BAP_33","Viruses","0.31"
"SRR24705441","BAP_33","cellular organisms","99.69"
"SRR24705440","BAP_36","Viruses","0.35"
"SRR24705440","BAP_36","cellular organisms","99.65"
"SRR24705438","BAP_38","Viruses","0.33"
"SRR24705438","BAP_38","cellular organisms","99.67"
"SRR24705213","BAP_42","Viruses","0.36"
"SRR24705213","BAP_42","cellular organisms","99.64"
"SRR24705454","BAP_8","Viruses","0.55"
"SRR24705454","BAP_8","cellular organisms","99.45"
"SRR29697129","CAA_15","Viruses","0.36"
"SRR29697129","CAA_15","cellular organisms","99.64"
"SRR29697118","CAA_16","Viruses","0.55"
"SRR29697118","CAA_16","cellular organisms","99.45"
"SRR29697107","CAA_17","Viruses","0.68"
"SRR29697107","CAA_17","cellular organisms","99.32"
"SRR29697096","CAA_18","Viruses","0.7"
"SRR29697096","CAA_18","cellular organisms","99.3"
"SRR29697085","CAA_19","Viruses","0.75"
"SRR29697085","CAA_19","cellular organisms","99.25"
"SRR29697074","CAA_20","Viruses","0.63"
"SRR29697074","CAA_20","cellular organisms","99.37"
"SRR29697063","CAA_21","Viruses","0.51"
"SRR29697063","CAA_21","cellular organisms","99.49"
"SRR29697052","CAA_22","Viruses","0.36"
"SRR29697052","CAA_22","cellular organisms","99.64"
"SRR29697051","CAA_23","Viruses","0.42"
"SRR29697051","CAA_23","cellular organisms","99.58"
"SRR29697128","CAA_24","Viruses","0.9"
"SRR29697128","CAA_24","cellular organisms","99.1"
"SRR29697127","CAA_25","Viruses","0.71"
"SRR29697127","CAA_25","cellular organisms","99.29"
"SRR29697126","CAA_26","Viruses","0.66"
"SRR29697126","CAA_26","cellular organisms","99.34"
"SRR29697125","CAA_27","Viruses","0.31"
"SRR29697125","CAA_27","cellular organisms","99.69"
"SRR29697124","CAA_28","Viruses","0.83"
"SRR29697124","CAA_28","cellular organisms","99.17"
"SRR29697123","CAA_29","Viruses","0.4"
"SRR29697123","CAA_29","cellular organisms","99.6"
"SRR29697130","CAA_5","Viruses","0.6"
"SRR29697130","CAA_5","cellular organisms","99.4"
"SRR29697086","CAC_18","Viruses","0.85"
"SRR29697086","CAC_18","cellular organisms","99.15"
"SRR29697084","CAC_19","Viruses","0.75"
"SRR29697084","CAC_19","cellular organisms","99.25"
"SRR29697083","CAC_20","Viruses","0.88"
"SRR29697083","CAC_20","cellular organisms","99.12"
"SRR29697082","CAC_21","Viruses","0.82"
"SRR29697082","CAC_21","cellular organisms","99.18"
"SRR29697081","CAC_22","Viruses","1.13"
"SRR29697081","CAC_22","cellular organisms","98.87"
"SRR29697080","CAC_23","Viruses","1.16"
"SRR29697080","CAC_23","cellular organisms","98.84"
"SRR29697079","CAC_24","Viruses","0.97"
"SRR29697079","CAC_24","cellular organisms","99.03"
"SRR29697078","CAC_25","Viruses","0.83"
"SRR29697078","CAC_25","cellular organisms","99.17"
"SRR29697077","CAC_26","Viruses","0.75"
"SRR29697077","CAC_26","cellular organisms","99.25"
"SRR29697076","CAC_27","Viruses","0.59"
"SRR29697076","CAC_27","cellular organisms","99.41"
"SRR29697075","CAC_28","Viruses","0.36"
"SRR29697075","CAC_28","cellular organisms","99.64"
"SRR29697073","CAC_29","Viruses","0.43"
"SRR29697073","CAC_29","cellular organisms","99.57"
"SRR29697072","CAC_30","Viruses","2.06"
"SRR29697072","CAC_30","cellular organisms","97.94"
"SRR29697071","CAC_31","Viruses","2.41"
"SRR29697071","CAC_31","cellular organisms","97.59"
"SRR29697070","CAC_37","Viruses","0.88"
"SRR29697070","CAC_37","cellular organisms","99.12"
"SRR29697087","CAC_9","Viruses","0.93"
"SRR29697087","CAC_9","cellular organisms","99.07"
"SRR29697121","CAK_18","Viruses","2.71"
"SRR29697121","CAK_18","cellular organisms","97.29"
"SRR29697120","CAK_19","Viruses","1.23"
"SRR29697120","CAK_19","cellular organisms","98.77"
"SRR29697119","CAK_20","Viruses","2.83"
"SRR29697119","CAK_20","cellular organisms","97.17"
"SRR29697117","CAK_21","Viruses","3.0"
"SRR29697117","CAK_21","cellular organisms","97.0"
"SRR29697116","CAK_22","Viruses","2.06"
"SRR29697116","CAK_22","cellular organisms","97.94"
"SRR29697115","CAK_23","Viruses","2.16"
"SRR29697115","CAK_23","cellular organisms","97.84"
"SRR29697114","CAK_24","Viruses","1.56"
"SRR29697114","CAK_24","cellular organisms","98.44"
"SRR29697113","CAK_25","Viruses","1.97"
"SRR29697113","CAK_25","cellular organisms","98.03"
"SRR29697112","CAK_26","Viruses","3.06"
"SRR29697112","CAK_26","cellular organisms","96.94"
"SRR29697111","CAK_27","Viruses","3.48"
"SRR29697111","CAK_27","cellular organisms","96.52"
"SRR29697110","CAK_28","Viruses","1.04"
"SRR29697110","CAK_28","cellular organisms","98.96"
"SRR29697109","CAK_29","Viruses","3.05"
"SRR29697109","CAK_29","cellular organisms","96.95"
"SRR29697108","CAK_30","Viruses","3.17"
"SRR29697108","CAK_30","cellular organisms","96.83"
"SRR29697106","CAK_31","Viruses","3.27"
"SRR29697106","CAK_31","cellular organisms","96.73"
"SRR29697105","CAK_36","Viruses","2.5"
"SRR29697105","CAK_36","cellular organisms","97.5"
"SRR29697122","CAK_9","Viruses","1.73"
"SRR29697122","CAK_9","cellular organisms","98.27"
"SRR29697103","CAM_18","Viruses","1.44"
"SRR29697103","CAM_18","cellular organisms","98.56"
"SRR29697102","CAM_19","Viruses","1.4"
"SRR29697102","CAM_19","cellular organisms","98.6"
"SRR29697101","CAM_20","Viruses","0.76"
"SRR29697101","CAM_20","cellular organisms","99.24"
"SRR29697100","CAM_21","Viruses","1.05"
"SRR29697100","CAM_21","cellular organisms","98.95"
"SRR29697099","CAM_22","Viruses","1.28"
"SRR29697099","CAM_22","cellular organisms","98.72"
"SRR29697098","CAM_26","Viruses","1.42"
"SRR29697098","CAM_26","cellular organisms","98.58"
"SRR29697097","CAM_27","Viruses","1.08"
"SRR29697097","CAM_27","cellular organisms","98.92"
"SRR29697095","CAM_29","Viruses","2.66"
"SRR29697095","CAM_29","cellular organisms","97.34"
"SRR29697094","CAM_30","Viruses","1.18"
"SRR29697094","CAM_30","cellular organisms","98.82"
"SRR29697093","CAM_31","Viruses","1.86"
"SRR29697093","CAM_31","cellular organisms","98.14"
"SRR29697092","CAM_36","Viruses","1.55"
"SRR29697092","CAM_36","cellular organisms","98.45"
"SRR29697091","CAM_37","Viruses","0.88"
"SRR29697091","CAM_37","cellular organisms","99.12"
"SRR29697090","CAM_38","Viruses","0.8"
"SRR29697090","CAM_38","cellular organisms","99.2"
"SRR29697089","CAM_39","Viruses","0.55"
"SRR29697089","CAM_39","cellular organisms","99.45"
"SRR29697088","CAM_40","Viruses","0.11"
"SRR29697088","CAM_40","cellular organisms","99.89"
"SRR29697104","CAM_8","Viruses","2.08"
"SRR29697104","CAM_8","cellular organisms","97.92"
"SRR29697069","CAN_10","Viruses","0.62"
"SRR29697069","CAN_10","cellular organisms","99.38"
"SRR29697068","CAN_19","Viruses","0.53"
"SRR29697068","CAN_19","cellular organisms","99.47"
"SRR29697067","CAN_20","Viruses","0.44"
"SRR29697067","CAN_20","cellular organisms","99.56"
"SRR29697066","CAN_21","Viruses","0.52"
"SRR29697066","CAN_21","cellular organisms","99.48"
"SRR29697065","CAN_22","Viruses","0.52"
"SRR29697065","CAN_22","cellular organisms","99.48"
"SRR29697064","CAN_23","Viruses","0.42"
"SRR29697064","CAN_23","cellular organisms","99.58"
"SRR29697062","CAN_25","Viruses","0.48"
"SRR29697062","CAN_25","cellular organisms","99.52"
"SRR29697061","CAN_26","Viruses","1.09"
"SRR29697061","CAN_26","cellular organisms","98.91"
"SRR29697060","CAN_27","Viruses","0.5"
"SRR29697060","CAN_27","cellular organisms","99.5"
"SRR29697059","CAN_29","Viruses","0.51"
"SRR29697059","CAN_29","cellular organisms","99.49"
"SRR29697058","CAN_30","Viruses","0.51"
"SRR29697058","CAN_30","cellular organisms","99.49"
"SRR29697057","CAN_31","Viruses","0.7"
"SRR29697057","CAN_31","cellular organisms","99.3"
"SRR29697056","CAN_36","Viruses","0.26"
"SRR29697056","CAN_36","cellular organisms","99.74"
"SRR29697055","CAN_37","Viruses","0.64"
"SRR29697055","CAN_37","cellular organisms","99.36"
"SRR29697054","CAN_38","Viruses","0.43"
"SRR29697054","CAN_38","cellular organisms","99.57"
"SRR29697053","CAN_39","Viruses","0.43"
"SRR29697053","CAN_39","cellular organisms","99.57"
"SRR24705196","DAE_104","Viruses","1.28"
"SRR24705196","DAE_104","cellular organisms","98.72"
"SRR24705212","DAE_62","Viruses","1.13"
"SRR24705212","DAE_62","cellular organisms","98.87"
"SRR24705211","DAE_79","Viruses","1.41"
"SRR24705211","DAE_79","cellular organisms","98.59"
"SRR24705210","DAE_80","Viruses","1.31"
"SRR24705210","DAE_80","cellular organisms","98.69"
"SRR24705209","DAE_81","Viruses","1.44"
"SRR24705209","DAE_81","cellular organisms","98.56"
"SRR24705208","DAE_82","Viruses","1.73"
"SRR24705208","DAE_82","cellular organisms","98.27"
"SRR24705207","DAE_83","Viruses","2.36"
"SRR24705207","DAE_83","cellular organisms","97.64"
"SRR24705206","DAE_84","Viruses","1.23"
"SRR24705206","DAE_84","cellular organisms","98.77"
"SRR24705205","DAE_85","Viruses","1.6"
"SRR24705205","DAE_85","cellular organisms","98.4"
"SRR24705203","DAE_86","Viruses","1.74"
"SRR24705203","DAE_86","cellular organisms","98.26"
"SRR24705202","DAE_87","Viruses","1.9"
"SRR24705202","DAE_87","cellular organisms","98.1"
"SRR24705201","DAE_88","Viruses","2.67"
"SRR24705201","DAE_88","cellular organisms","97.33"
"SRR24705200","DAE_89","Viruses","1.41"
"SRR24705200","DAE_89","cellular organisms","98.59"
"SRR24705199","DAE_91","Viruses","1.15"
"SRR24705199","DAE_91","cellular organisms","98.85"
"SRR24705198","DAE_95","Viruses","1.23"
"SRR24705198","DAE_95","cellular organisms","98.77"
"SRR24705197","DAE_97","Viruses","1.04"
"SRR24705197","DAE_97","cellular organisms","98.96"
"SRR24705195","DAL_72","Viruses","1.52"
"SRR24705195","DAL_72","cellular organisms","98.48"
"SRR24705194","DAL_80","Viruses","2.91"
"SRR24705194","DAL_80","cellular organisms","97.09"
"SRR24705192","DAL_81","Viruses","3.86"
"SRR24705192","DAL_81","cellular organisms","96.14"
"SRR24705191","DAL_82","Viruses","6.3"
"SRR24705191","DAL_82","cellular organisms","93.7"
"SRR24705190","DAL_83","Viruses","1.98"
"SRR24705190","DAL_83","cellular organisms","98.02"
"SRR24705189","DAL_84","Viruses","2.35"
"SRR24705189","DAL_84","cellular organisms","97.65"
"SRR24705188","DAL_85","Viruses","1.6"
"SRR24705188","DAL_85","cellular organisms","98.4"
"SRR24705187","DAL_86","Viruses","0.58"
"SRR24705187","DAL_86","cellular organisms","99.42"
"SRR24705186","DAL_87","Viruses","0.8"
"SRR24705186","DAL_87","cellular organisms","99.2"
"SRR24705185","DAL_89","Viruses","0.99"
"SRR24705185","DAL_89","cellular organisms","99.01"
"SRR24705184","DAL_90","Viruses","1.53"
"SRR24705184","DAL_90","cellular organisms","98.47"
"SRR24705183","DAL_91","Viruses","2.09"
"SRR24705183","DAL_91","cellular organisms","97.91"
"SRR24705436","DAL_92","Viruses","2.24"
"SRR24705436","DAL_92","cellular organisms","97.76"
"SRR24705435","DAL_93","Viruses","3.12"
"SRR24705435","DAL_93","cellular organisms","96.88"
"SRR24705434","DAL_95","Viruses","1.3"
"SRR24705434","DAL_95","cellular organisms","98.7"
"SRR24705433","DAL_98","Viruses","10.06"
"SRR24705433","DAL_98","cellular organisms","89.94"
"SRR24705432","DAO_60","Viruses","0.86"
"SRR24705432","DAO_60","cellular organisms","99.14"
"SRR24705431","DAO_72","Viruses","0.83"
"SRR24705431","DAO_72","cellular organisms","99.17"
"SRR24705430","DAO_73","Viruses","0.94"
"SRR24705430","DAO_73","cellular organisms","99.06"
"SRR24705429","DAO_74","Viruses","0.84"
"SRR24705429","DAO_74","cellular organisms","99.16"
"SRR24705428","DAO_75","Viruses","1.12"
"SRR24705428","DAO_75","cellular organisms","98.88"
"SRR24705427","DAO_76","Viruses","1.05"
"SRR24705427","DAO_76","cellular organisms","98.95"
"SRR24705425","DAO_77","Viruses","0.31"
"SRR24705425","DAO_77","cellular organisms","99.69"
"SRR24705424","DAO_78","Viruses","0.48"
"SRR24705424","DAO_78","cellular organisms","99.52"
"SRR24705423","DAO_79","Viruses","1.42"
"SRR24705423","DAO_79","cellular organisms","98.58"
"SRR24705422","DAO_80","Viruses","2.76"
"SRR24705422","DAO_80","cellular organisms","97.24"
"SRR24705421","DAO_81","Viruses","0.99"
"SRR24705421","DAO_81","cellular organisms","99.01"
"SRR24705420","DAO_82","Viruses","1.02"
"SRR24705420","DAO_82","cellular organisms","98.98"
"SRR24705419","DAO_84","Viruses","0.72"
"SRR24705419","DAO_84","cellular organisms","99.28"
"SRR24705418","DAO_88","Viruses","1.29"
"SRR24705418","DAO_88","cellular organisms","98.71"
"SRR24705417","DAO_91","Viruses","0.53"
"SRR24705417","DAO_91","cellular organisms","99.47"
"SRR24705416","DAO_99","Viruses","0.51"
"SRR24705416","DAO_99","cellular organisms","99.49"
"SRR24705414","DBL_54","Viruses","1.23"
"SRR29697555","DBL_54","cellular organisms","100.0"
"SRR24705413","DBL_63","Viruses","1.58"
"SRR24705413","DBL_63","cellular organisms","98.42"
"SRR24705412","DBL_64","Viruses","1.79"
"SRR29697553","DBL_64","cellular organisms","100.0"
"SRR24705411","DBL_65","Viruses","2.39"
"SRR29697566","DBL_65","cellular organisms","99.99"
"SRR24705410","DBL_66","Viruses","3.32"
"SRR24705410","DBL_66","cellular organisms","96.68"
"SRR24705409","DBL_67","Viruses","1.83"
"SRR24705409","DBL_67","cellular organisms","98.17"
"SRR24705408","DBL_68","Viruses","2.14"
"SRR24705408","DBL_68","cellular organisms","97.86"
"SRR24705407","DBL_69","Viruses","2.47"
"SRR24705407","DBL_69","cellular organisms","97.53"
"SRR24705406","DBL_71","Viruses","1.72"
"SRR24705406","DBL_71","cellular organisms","98.28"
"SRR24704941","DBL_72","Viruses","1.97"
"SRR24704941","DBL_72","cellular organisms","98.03"
"SRR24704939","DBL_74","Viruses","1.25"
"SRR24704939","DBL_74","cellular organisms","98.75"
"SRR24704938","DBL_75","Viruses","1.95"
"SRR24704938","DBL_75","cellular organisms","98.05"
"SRR24704937","DBL_76","Viruses","1.71"
"SRR24704937","DBL_76","cellular organisms","98.29"
"SRR24704936","DBL_79","Viruses","1.12"
"SRR24704936","DBL_79","cellular organisms","98.88"
"SRR24704935","DBL_81","Viruses","1.38"
"SRR24704935","DBL_81","cellular organisms","98.62"
"SRR24704934","DBL_88","Viruses","0.72"
"SRR24704934","DBL_88","cellular organisms","99.28"
"SRR24704916","DBV_101","Viruses","1.32"
"SRR24704916","DBV_101","cellular organisms","98.68"
"SRR24704933","DBV_63","Viruses","1.41"
"SRR24704933","DBV_63","cellular organisms","98.59"
"SRR24704932","DBV_76","Viruses","1.49"
"SRR24704932","DBV_76","cellular organisms","98.51"
"SRR24704931","DBV_77","Viruses","1.57"
"SRR24704931","DBV_77","cellular organisms","98.43"
"SRR24704930","DBV_78","Viruses","1.47"
"SRR24704930","DBV_78","cellular organisms","98.53"
"SRR24704928","DBV_79","Viruses","1.49"
"SRR24704928","DBV_79","cellular organisms","98.51"
"SRR24704927","DBV_80","Viruses","1.08"
"SRR24704927","DBV_80","cellular organisms","98.92"
"SRR24704926","DBV_81","Viruses","1.68"
"SRR24704926","DBV_81","cellular organisms","98.32"
"SRR24704925","DBV_82","Viruses","1.55"
"SRR24704925","DBV_82","cellular organisms","98.45"
"SRR24704924","DBV_83","Viruses","0.97"
"SRR24704924","DBV_83","cellular organisms","99.03"
"SRR24704923","DBV_84","Viruses","0.72"
"SRR24704923","DBV_84","cellular organisms","99.28"
"SRR24704922","DBV_85","Viruses","1.27"
"SRR24704922","DBV_85","cellular organisms","98.73"
"SRR24704921","DBV_87","Viruses","1.83"
"SRR24704921","DBV_87","cellular organisms","98.17"
"SRR24704920","DBV_88","Viruses","1.77"
"SRR24704920","DBV_88","cellular organisms","98.23"
"SRR24704919","DBV_92","Viruses","1.57"
"SRR24704919","DBV_92","cellular organisms","98.43"
"SRR24704917","DBV_94","Viruses","1.44"
"SRR24704917","DBV_94","cellular organisms","98.56"
"SRR24704915","EAA_33","Viruses","1.77"
"SRR24704915","EAA_33","cellular organisms","98.23"
"SRR24704914","EAA_46","Viruses","1.82"
"SRR24704914","EAA_46","cellular organisms","98.18"
"SRR24704913","EAA_47","Viruses","2.19"
"SRR24704913","EAA_47","cellular organisms","97.81"
"SRR24704912","EAA_48","Viruses","2.51"
"SRR24704912","EAA_48","cellular organisms","97.49"
"SRR24704911","EAA_50","Viruses","2.15"
"SRR24704911","EAA_50","cellular organisms","97.85"
"SRR24704910","EAA_51","Viruses","1.24"
"SRR24704910","EAA_51","cellular organisms","98.76"
"SRR24705181","EAA_53","Viruses","1.89"
"SRR24705181","EAA_53","cellular organisms","98.11"
"SRR24705180","EAA_55","Viruses","1.11"
"SRR24705180","EAA_55","cellular organisms","98.89"
"SRR24705178","EAA_56","Viruses","0.77"
"SRR24705178","EAA_56","cellular organisms","99.23"
"SRR24705177","EAA_60","Viruses","2.24"
"SRR24705177","EAA_60","cellular organisms","97.76"
"SRR24705176","EAA_61","Viruses","1.37"
"SRR24705176","EAA_61","cellular organisms","98.63"
"SRR24705175","EAA_62","Viruses","2.3"
"SRR24705175","EAA_62","cellular organisms","97.7"
"SRR24705174","EAA_63","Viruses","1.7"
"SRR24705174","EAA_63","cellular organisms","98.3"
"SRR24705173","EAA_64","Viruses","2.17"
"SRR24705173","EAA_64","cellular organisms","97.83"
"SRR24705172","EAA_65","Viruses","1.41"
"SRR24705172","EAA_65","cellular organisms","98.59"
"SRR24705171","EAA_71","Viruses","1.32"
"SRR24705171","EAA_71","cellular organisms","98.68"
"SRR24705170","EAB_38","Viruses","1.06"
"SRR24705170","EAB_38","cellular organisms","98.94"
"SRR24705169","EAB_50","Viruses","1.37"
"SRR24705169","EAB_50","cellular organisms","98.63"
"SRR24705167","EAB_51","Viruses","1.45"
"SRR24705167","EAB_51","cellular organisms","98.55"
"SRR24705166","EAB_52","Viruses","1.23"
"SRR24705166","EAB_52","cellular organisms","98.77"
"SRR24705165","EAB_53","Viruses","1.53"
"SRR24705165","EAB_53","cellular organisms","98.47"
"SRR24705164","EAB_54","Viruses","1.16"
"SRR24705164","EAB_54","cellular organisms","98.84"
"SRR24705163","EAB_55","Viruses","0.24"
"SRR24705163","EAB_55","cellular organisms","99.76"
"SRR24705162","EAB_56","Viruses","0.19"
"SRR24705162","EAB_56","cellular organisms","99.81"
"SRR24705161","EAB_57","Viruses","0.21"
"SRR24705161","EAB_57","cellular organisms","99.79"
"SRR24705160","EAB_58","Viruses","0.2"
"SRR24705160","EAB_58","cellular organisms","99.8"
"SRR24705159","EAB_60","Viruses","0.45"
"SRR24705159","EAB_60","cellular organisms","99.55"
"SRR24705158","EAB_65","Viruses","1.52"
"SRR24705158","EAB_65","cellular organisms","98.48"
"SRR24705156","EAB_66","Viruses","1.35"
"SRR24705156","EAB_66","cellular organisms","98.65"
"SRR24705155","EAB_67","Viruses","1.35"
"SRR24705155","EAB_67","cellular organisms","98.65"
"SRR24705154","EAB_68","Viruses","1.21"
"SRR24705154","EAB_68","cellular organisms","98.79"
"SRR24705153","EAB_79","Viruses","1.16"
"SRR24705153","EAB_79","cellular organisms","98.84"
"SRR24705152","EAC_33","Viruses","1.47"
"SRR24705152","EAC_33","cellular organisms","98.53"
"SRR24705151","EAC_45","Viruses","2.03"
"SRR24705151","EAC_45","cellular organisms","97.97"
"SRR24705150","EAC_46","Viruses","1.84"
"SRR24705150","EAC_46","cellular organisms","98.16"
"SRR24705149","EAC_48","Viruses","1.33"
"SRR24705149","EAC_48","cellular organisms","98.67"
"SRR24705148","EAC_49","Viruses","1.49"
"SRR24705148","EAC_49","cellular organisms","98.51"
"SRR24705147","EAC_50","Viruses","0.45"
"SRR24705147","EAC_50","cellular organisms","99.55"
"SRR24705145","EAC_51","Viruses","0.21"
"SRR24705145","EAC_51","cellular organisms","99.79"
"SRR24705144","EAC_52","Viruses","0.22"
"SRR24705144","EAC_52","cellular organisms","99.78"
"SRR24705143","EAC_53","Viruses","0.68"
"SRR24705143","EAC_53","cellular organisms","99.32"
"SRR24705142","EAC_54","Viruses","0.37"
"SRR24705142","EAC_54","cellular organisms","99.63"
"SRR24705141","EAC_55","Viruses","0.7"
"SRR24705141","EAC_55","cellular organisms","99.3"
"SRR24705140","EAC_58","Viruses","1.27"
"SRR24705140","EAC_58","cellular organisms","98.73"
"SRR24705139","EAC_59","Viruses","2.19"
"SRR24705139","EAC_59","cellular organisms","97.81"
"SRR24705138","EAC_62","Viruses","1.44"
"SRR24705138","EAC_62","cellular organisms","98.56"
"SRR24705137","EAC_64","Viruses","0.62"
"SRR24705137","EAC_64","cellular organisms","99.38"
"SRR24705136","EAC_71","Viruses","1.01"
"SRR24705136","EAC_71","cellular organisms","98.99"
"SRR24705133","EAD_33","Viruses","0.54"
"SRR24705133","EAD_33","cellular organisms","99.46"
"SRR24705132","EAD_46","Viruses","0.63"
"SRR24705132","EAD_46","cellular organisms","99.37"
"SRR24705131","EAD_47","Viruses","0.44"
"SRR24705131","EAD_47","cellular organisms","99.56"
"SRR24705130","EAD_48","Viruses","0.66"
"SRR24705130","EAD_48","cellular organisms","99.34"
"SRR24705129","EAD_49","Viruses","1.27"
"SRR24705129","EAD_49","cellular organisms","98.73"
"SRR24705128","EAD_50","Viruses","1.12"
"SRR24705128","EAD_50","cellular organisms","98.88"
"SRR24705127","EAD_51","Viruses","1.1"
"SRR24705127","EAD_51","cellular organisms","98.9"
"SRR24705126","EAD_52","Viruses","0.85"
"SRR24705126","EAD_52","cellular organisms","99.15"
"SRR24705125","EAD_53","Viruses","0.49"
"SRR24705125","EAD_53","cellular organisms","99.51"
"SRR24705124","EAD_54","Viruses","2.19"
"SRR24705124","EAD_54","cellular organisms","97.81"
"SRR24705122","EAD_55","Viruses","1.12"
"SRR24705122","EAD_55","cellular organisms","98.88"
"SRR24705121","EAD_56","Viruses","0.94"
"SRR24705121","EAD_56","cellular organisms","99.06"
"SRR24705120","EAD_58","Viruses","0.77"
"SRR24705120","EAD_58","cellular organisms","99.23"
"SRR24705119","EAD_62","Viruses","0.55"
"SRR24705119","EAD_62","cellular organisms","99.45"
"SRR24705118","EAD_64","Viruses","0.73"
"SRR24705118","EAD_64","cellular organisms","99.27"
"SRR24705405","EAD_71","Viruses","0.6"
"SRR24705405","EAD_71","cellular organisms","99.4"
"SRR24705404","EAE_33","Viruses","1.83"
"SRR24705404","EAE_33","cellular organisms","98.17"
"SRR24705403","EAE_46","Viruses","0.77"
"SRR24705403","EAE_46","cellular organisms","99.23"
"SRR24705402","EAE_47","Viruses","0.7"
"SRR24705402","EAE_47","cellular organisms","99.3"
"SRR24705401","EAE_48","Viruses","0.66"
"SRR24705401","EAE_48","cellular organisms","99.34"
"SRR24705399","EAE_49","Viruses","0.74"
"SRR24705399","EAE_49","cellular organisms","99.26"
"SRR24705398","EAE_50","Viruses","0.5"
"SRR24705398","EAE_50","cellular organisms","99.5"
"SRR24705397","EAE_51","Viruses","0.54"
"SRR24705397","EAE_51","cellular organisms","99.46"
"SRR24705396","EAE_52","Viruses","1.45"
"SRR24705396","EAE_52","cellular organisms","98.55"
"SRR24705395","EAE_53","Viruses","0.94"
"SRR24705395","EAE_53","cellular organisms","99.06"
"SRR24705394","EAE_54","Viruses","0.98"
"SRR24705394","EAE_54","cellular organisms","99.02"
"SRR24705393","EAE_55","Viruses","7.32"
"SRR24705393","EAE_55","cellular organisms","92.68"
"SRR24705392","EAE_57","Viruses","34.29"
"SRR24705392","EAE_57","cellular organisms","65.71"
"SRR24705391","EAE_58","Viruses","47.31"
"SRR24705391","EAE_58","cellular organisms","52.69"
"SRR24705390","EAE_59","Viruses","13.39"
"SRR24705390","EAE_59","cellular organisms","86.61"
"SRR24705388","EAE_61","Viruses","3.1"
"SRR24705388","EAE_61","cellular organisms","96.9"
"SRR24705387","EAE_68","Viruses","5.21"
"SRR24705387","EAE_68","cellular organisms","94.79"
"SRR24705386","EAF_33","Viruses","2.24"
"SRR24705386","EAF_33","cellular organisms","97.76"
"SRR24705385","EAF_46","Viruses","1.78"
"SRR24705385","EAF_46","cellular organisms","98.22"
"SRR24705384","EAF_47","Viruses","2.17"
"SRR24705384","EAF_47","cellular organisms","97.83"
"SRR24705383","EAF_48","Viruses","2.1"
"SRR24705383","EAF_48","cellular organisms","97.9"
"SRR24705382","EAF_49","Viruses","4.1"
"SRR24705382","EAF_49","cellular organisms","95.9"
"SRR24705381","EAF_50","Viruses","2.6"
"SRR24705381","EAF_50","cellular organisms","97.4"
"SRR24705380","EAF_51","Viruses","1.85"
"SRR24705380","EAF_51","cellular organisms","98.15"
"SRR24705379","EAF_52","Viruses","2.07"
