"acc","sample_name","name","pct"
"SRR24705379","EAF_52","cellular organisms","97.93"
"SRR24705377","EAF_53","Viruses","1.72"
"SRR24705377","EAF_53","cellular organisms","98.28"
"SRR24705376","EAF_54","Viruses","0.82"
"SRR24705376","EAF_54","cellular organisms","99.18"
"SRR24705375","EAF_55","Viruses","1.18"
"SRR24705375","EAF_55","cellular organisms","98.82"
"SRR24705374","EAF_56","Viruses","1.66"
"SRR24705374","EAF_56","cellular organisms","98.34"
"SRR24704909","EAF_58","Viruses","1.71"
"SRR24704909","EAF_58","cellular organisms","98.29"
"SRR24704908","EAF_62","Viruses","1.7"
"SRR24704908","EAF_62","cellular organisms","98.3"
"SRR24704907","EAF_64","Viruses","3.3"
"SRR24704907","EAF_64","cellular organisms","96.7"
"SRR24704906","EAF_71","Viruses","0.99"
"SRR24704906","EAF_71","cellular organisms","99.01"
"SRR24704905","EAI_33","Viruses","1.72"
"SRR24704905","EAI_33","cellular organisms","98.28"
"SRR24704904","EAI_46","Viruses","12.06"
"SRR24704904","EAI_46","cellular organisms","87.94"
"SRR24704902","EAI_47","Viruses","6.98"
"SRR24704902","EAI_47","cellular organisms","93.02"
"SRR24704901","EAI_48","Viruses","5.13"
"SRR24704901","EAI_48","cellular organisms","94.87"
"SRR24704900","EAI_49","Viruses","4.47"
"SRR24704900","EAI_49","cellular organisms","95.53"
"SRR24704899","EAI_50","Viruses","6.99"
"SRR24704899","EAI_50","cellular organisms","93.01"
"SRR24704898","EAI_51","Viruses","13.0"
"SRR24704898","EAI_51","cellular organisms","87.0"
"SRR24704897","EAI_52","Viruses","10.2"
"SRR24704897","EAI_52","cellular organisms","89.8"
"SRR24704896","EAI_53","Viruses","14.87"
"SRR24704896","EAI_53","cellular organisms","85.13"
"SRR24704895","EAI_54","Viruses","5.17"
"SRR24704895","EAI_54","cellular organisms","94.83"
"SRR24704894","EAI_55","Viruses","2.22"
"SRR24704894","EAI_55","cellular organisms","97.78"
"SRR24704893","EAI_56","Viruses","1.4"
"SRR24704893","EAI_56","cellular organisms","98.6"
"SRR24704891","EAI_58","Viruses","2.16"
"SRR24704891","EAI_58","cellular organisms","97.84"
"SRR24704890","EAI_62","Viruses","1.36"
"SRR24704890","EAI_62","cellular organisms","98.64"
"SRR24704889","EAI_64","Viruses","2.02"
"SRR24704889","EAI_64","cellular organisms","97.98"
"SRR24704888","EAI_71","Viruses","0.96"
"SRR24704888","EAI_71","cellular organisms","99.04"
"SRR24704887","EAL_36","Viruses","1.8"
"SRR24704887","EAL_36","cellular organisms","98.2"
"SRR24704886","EAL_51","Viruses","2.46"
"SRR24704886","EAL_51","cellular organisms","97.54"
"SRR24704885","EAL_52","Viruses","4.48"
"SRR24704885","EAL_52","cellular organisms","95.52"
"SRR24704884","EAL_53","Viruses","4.23"
"SRR24704884","EAL_53","cellular organisms","95.77"
"SRR24704883","EAL_54","Viruses","6.39"
"SRR24704883","EAL_54","cellular organisms","93.61"
"SRR24704882","EAL_55","Viruses","3.07"
"SRR24704882","EAL_55","cellular organisms","96.93"
"SRR24704880","EAL_56","Viruses","1.58"
"SRR24704880","EAL_56","cellular organisms","98.42"
"SRR24704879","EAL_57","Viruses","2.41"
"SRR24704879","EAL_57","cellular organisms","97.59"
"SRR24704878","EAL_58","Viruses","2.42"
"SRR24704878","EAL_58","cellular organisms","97.58"
"SRR24705597","EAL_59","Viruses","3.07"
"SRR24705597","EAL_59","cellular organisms","96.93"
"SRR24705596","EAL_60","Viruses","2.31"
"SRR24705596","EAL_60","cellular organisms","97.69"
"SRR24705595","EAL_61","Viruses","7.42"
"SRR24705595","EAL_61","cellular organisms","92.58"
"SRR24705594","EAL_63","Viruses","12.48"
"SRR24705594","EAL_63","cellular organisms","87.52"
"SRR24705593","EAL_66","Viruses","2.51"
"SRR24705593","EAL_66","cellular organisms","97.49"
"SRR24705592","EAL_67","Viruses","2.59"
"SRR24705592","EAL_67","cellular organisms","97.41"
"SRR24705591","EAL_74","Viruses","8.05"
"SRR24705591","EAL_74","cellular organisms","91.95"
"SRR24705589","EAN_33","Viruses","2.1"
"SRR24705589","EAN_33","cellular organisms","97.9"
"SRR24705588","EAN_46","Viruses","1.31"
"SRR24705588","EAN_46","cellular organisms","98.69"
"SRR24705587","EAN_47","Viruses","1.07"
"SRR24705587","EAN_47","cellular organisms","98.93"
"SRR24705586","EAN_48","Viruses","0.66"
"SRR24705586","EAN_48","cellular organisms","99.34"
"SRR24705585","EAN_49","Viruses","0.52"
"SRR24705585","EAN_49","cellular organisms","99.48"
"SRR24705584","EAN_50","Viruses","0.24"
"SRR24705584","EAN_50","cellular organisms","99.76"
"SRR24705583","EAN_51","Viruses","0.23"
"SRR24705583","EAN_51","cellular organisms","99.77"
"SRR24705582","EAN_52","Viruses","0.26"
"SRR24705582","EAN_52","cellular organisms","99.74"
"SRR24705581","EAN_54","Viruses","0.91"
"SRR24705581","EAN_54","cellular organisms","99.09"
"SRR24705580","EAN_55","Viruses","2.97"
"SRR24705580","EAN_55","cellular organisms","97.03"
"SRR24705578","EAN_58","Viruses","3.07"
"SRR24705578","EAN_58","cellular organisms","96.93"
"SRR24705577","EAN_59","Viruses","4.02"
"SRR24705577","EAN_59","cellular organisms","95.98"
"SRR24705576","EAN_60","Viruses","5.13"
"SRR24705576","EAN_60","cellular organisms","94.87"
"SRR24705575","EAN_62","Viruses","1.64"
"SRR24705575","EAN_62","cellular organisms","98.36"
"SRR24705574","EAN_64","Viruses","1.19"
"SRR24705574","EAN_64","cellular organisms","98.81"
"SRR24705573","EAN_71","Viruses","1.22"
"SRR24705573","EAN_71","cellular organisms","98.78"
"SRR24705572","EAO_42","Viruses","1.8"
"SRR24705572","EAO_42","cellular organisms","98.2"
"SRR24705571","EAO_54","Viruses","1.46"
"SRR24705571","EAO_54","cellular organisms","98.54"
"SRR24705570","EAO_55","Viruses","1.65"
"SRR24705570","EAO_55","cellular organisms","98.35"
"SRR24705569","EAO_59","Viruses","1.42"
"SRR24705569","EAO_59","cellular organisms","98.58"
"SRR24705566","EAO_60","Viruses","0.57"
"SRR24705566","EAO_60","cellular organisms","99.43"
"SRR24705565","EAO_62","Viruses","0.76"
"SRR24705565","EAO_62","cellular organisms","99.24"
"SRR24705564","EAO_64","Viruses","1.23"
"SRR24705564","EAO_64","cellular organisms","98.77"
"SRR24705563","EAO_65","Viruses","1.36"
"SRR24705563","EAO_65","cellular organisms","98.64"
"SRR24705562","EAO_66","Viruses","1.71"
"SRR24705562","EAO_66","cellular organisms","98.29"
"SRR24705561","EAO_67","Viruses","1.7"
"SRR24705561","EAO_67","cellular organisms","98.3"
"SRR24705560","EAO_68","Viruses","1.91"
"SRR24705560","EAO_68","cellular organisms","98.09"
"SRR24705559","EAO_69","Viruses","1.82"
"SRR24705559","EAO_69","cellular organisms","98.18"
"SRR24705558","EAO_70","Viruses","1.53"
"SRR24705558","EAO_70","cellular organisms","98.47"
"SRR24705557","EAO_71","Viruses","1.45"
"SRR24705557","EAO_71","cellular organisms","98.55"
"SRR24705555","EAO_73","Viruses","1.67"
"SRR24705555","EAO_73","cellular organisms","98.33"
"SRR24705554","EAO_74","Viruses","1.69"
"SRR24705554","EAO_74","cellular organisms","98.31"
"SRR24705553","EAP_45","Viruses","1.22"
"SRR24705553","EAP_45","cellular organisms","98.78"
"SRR24705552","EAP_59","Viruses","2.06"
"SRR24705552","EAP_59","cellular organisms","97.94"
"SRR24705551","EAP_60","Viruses","2.43"
"SRR24705551","EAP_60","cellular organisms","97.57"
"SRR24705550","EAP_61","Viruses","2.25"
"SRR24705550","EAP_61","cellular organisms","97.75"
"SRR24705549","EAP_62","Viruses","2.85"
"SRR24705549","EAP_62","cellular organisms","97.15"
"SRR24705548","EAP_63","Viruses","1.39"
"SRR24705548","EAP_63","cellular organisms","98.61"
"SRR24705547","EAP_64","Viruses","1.28"
"SRR24705547","EAP_64","cellular organisms","98.72"
"SRR24705546","EAP_65","Viruses","3.2"
"SRR24705546","EAP_65","cellular organisms","96.8"
"SRR24705544","EAP_66","Viruses","1.02"
"SRR24705544","EAP_66","cellular organisms","98.98"
"SRR24705543","EAP_67","Viruses","1.03"
"SRR24705543","EAP_67","cellular organisms","98.97"
"SRR24705542","EAP_68","Viruses","1.61"
"SRR24705542","EAP_68","cellular organisms","98.39"
"SRR24705541","EAP_69","Viruses","1.67"
"SRR24705541","EAP_69","cellular organisms","98.33"
"SRR24705540","EAP_71","Viruses","2.33"
"SRR24705540","EAP_71","cellular organisms","97.67"
"SRR24705539","EAP_75","Viruses","1.98"
"SRR24705539","EAP_75","cellular organisms","98.02"
"SRR24705538","EAP_77","Viruses","1.24"
"SRR24705538","EAP_77","cellular organisms","98.76"
"SRR24705537","EAP_84","Viruses","1.93"
"SRR24705537","EAP_84","cellular organisms","98.07"
"SRR24705536","EAQ_33","Viruses","1.44"
"SRR24705536","EAQ_33","cellular organisms","98.56"
"SRR24705535","EAQ_46","Viruses","1.49"
"SRR24705535","EAQ_46","cellular organisms","98.51"
"SRR24705373","EAQ_47","Viruses","1.55"
"SRR24705373","EAQ_47","cellular organisms","98.45"
"SRR24705372","EAQ_48","Viruses","1.24"
"SRR24705372","EAQ_48","cellular organisms","98.76"
"SRR24705371","EAQ_49","Viruses","1.31"
"SRR24705371","EAQ_49","cellular organisms","98.69"
"SRR24705370","EAQ_50","Viruses","0.9"
"SRR24705370","EAQ_50","cellular organisms","99.1"
"SRR24705369","EAQ_51","Viruses","1.79"
"SRR24705369","EAQ_51","cellular organisms","98.21"
"SRR24705368","EAQ_52","Viruses","6.83"
"SRR24705368","EAQ_52","cellular organisms","93.17"
"SRR24705367","EAQ_53","Viruses","9.67"
"SRR24705367","EAQ_53","cellular organisms","90.33"
"SRR24705366","EAQ_54","Viruses","16.8"
"SRR24705366","EAQ_54","cellular organisms","83.2"
"SRR24705365","EAQ_56","Viruses","12.81"
"SRR24705365","EAQ_56","cellular organisms","87.19"
"SRR24705364","EAQ_57","Viruses","8.23"
"SRR24705364","EAQ_57","cellular organisms","91.77"
"SRR24705362","EAQ_58","Viruses","2.31"
"SRR24705362","EAQ_58","cellular organisms","97.69"
"SRR24705361","EAQ_63","Viruses","0.84"
"SRR24705361","EAQ_63","cellular organisms","99.16"
"SRR24705360","EAQ_65","Viruses","1.76"
"SRR24705360","EAQ_65","cellular organisms","98.24"
"SRR24705359","EAQ_72","Viruses","5.23"
"SRR24705359","EAQ_72","cellular organisms","94.77"
"SRR24705358","EAR_43","Viruses","1.13"
"SRR24705358","EAR_43","cellular organisms","98.87"
"SRR24705357","EAR_51","Viruses","0.98"
"SRR24705357","EAR_51","cellular organisms","99.02"
"SRR24705356","EAR_52","Viruses","1.03"
"SRR24705356","EAR_52","cellular organisms","98.97"
"SRR24705355","EAR_53","Viruses","0.82"
"SRR24705355","EAR_53","cellular organisms","99.18"
"SRR24705354","EAR_54","Viruses","1.13"
"SRR24705354","EAR_54","cellular organisms","98.87"
"SRR24705353","EAR_55","Viruses","1.43"
"SRR24705353","EAR_55","cellular organisms","98.57"
"SRR24705351","EAR_56","Viruses","0.73"
"SRR24705351","EAR_56","cellular organisms","99.27"
"SRR24705350","EAR_57","Viruses","0.92"
"SRR24705350","EAR_57","cellular organisms","99.08"
"SRR24705349","EAR_58","Viruses","0.6"
"SRR24705349","EAR_58","cellular organisms","99.4"
"SRR24705348","EAR_59","Viruses","0.49"
"SRR24705348","EAR_59","cellular organisms","99.51"
"SRR24705347","EAR_60","Viruses","0.78"
"SRR24705347","EAR_60","cellular organisms","99.22"
"SRR24705346","EAR_62","Viruses","1.14"
"SRR24705346","EAR_62","cellular organisms","98.86"
"SRR24705345","EAR_63","Viruses","1.25"
"SRR24705345","EAR_63","cellular organisms","98.75"
"SRR24705344","EAR_66","Viruses","0.9"
"SRR24705344","EAR_66","cellular organisms","99.1"
"SRR24705343","EAR_67","Viruses","1.29"
"SRR24705343","EAR_67","cellular organisms","98.71"
"SRR24705342","EAR_72","Viruses","1.03"
"SRR24705342","EAR_72","cellular organisms","98.97"
"SRR24705116","EAS_25","Viruses","1.07"
"SRR24705116","EAS_25","cellular organisms","98.93"
"SRR24705115","EAS_37","Viruses","0.69"
"SRR24705115","EAS_37","cellular organisms","99.31"
"SRR24705114","EAS_38","Viruses","0.58"
"SRR24705114","EAS_38","cellular organisms","99.42"
"SRR24705113","EAS_39","Viruses","0.63"
"SRR24705113","EAS_39","cellular organisms","99.37"
"SRR24705112","EAS_40","Viruses","0.61"
"SRR24705112","EAS_40","cellular organisms","99.39"
"SRR24705111","EAS_41","Viruses","0.94"
"SRR24705111","EAS_41","cellular organisms","99.06"
"SRR24705110","EAS_42","Viruses","0.73"
"SRR24705110","EAS_42","cellular organisms","99.27"
"SRR24705109","EAS_43","Viruses","0.7"
"SRR24705109","EAS_43","cellular organisms","99.3"
"SRR24705108","EAS_44","Viruses","0.62"
"SRR24705108","EAS_44","cellular organisms","99.38"
"SRR24705107","EAS_45","Viruses","0.86"
"SRR24705107","EAS_45","cellular organisms","99.14"
"SRR24705105","EAS_46","Viruses","0.72"
"SRR24705105","EAS_46","cellular organisms","99.28"
"SRR24705104","EAS_47","Viruses","0.65"
"SRR24705104","EAS_47","cellular organisms","99.35"
"SRR24705103","EAS_48","Viruses","4.04"
"SRR24705103","EAS_48","cellular organisms","95.96"
"SRR24705102","EAS_49","Viruses","1.09"
"SRR24705102","EAS_49","cellular organisms","98.91"
"SRR24705101","EAS_50","Viruses","4.02"
"SRR24705101","EAS_50","cellular organisms","95.98"
"SRR24705100","EAS_56","Viruses","1.58"
"SRR24705100","EAS_56","cellular organisms","98.42"
"SRR24705099","EAT_38","Viruses","1.03"
"SRR24705099","EAT_38","cellular organisms","98.97"
"SRR24705098","EAT_48","Viruses","1.57"
"SRR24705098","EAT_48","cellular organisms","98.43"
"SRR24705097","EAT_49","Viruses","1.69"
"SRR24705097","EAT_49","cellular organisms","98.31"
"SRR24705096","EAT_50","Viruses","1.64"
"SRR24705096","EAT_50","cellular organisms","98.36"
"SRR24705094","EAT_51","Viruses","3.18"
"SRR24705094","EAT_51","cellular organisms","96.82"
"SRR24705093","EAT_52","Viruses","2.13"
"SRR24705093","EAT_52","cellular organisms","97.87"
"SRR24705092","EAT_53","Viruses","0.81"
"SRR24705092","EAT_53","cellular organisms","99.19"
"SRR24705091","EAT_54","Viruses","0.56"
"SRR24705091","EAT_54","cellular organisms","99.44"
"SRR24705090","EAT_55","Viruses","0.56"
"SRR24705090","EAT_55","cellular organisms","99.44"
"SRR24705089","EAT_56","Viruses","0.3"
"SRR24705089","EAT_56","cellular organisms","99.7"
"SRR24705088","EAT_57","Viruses","0.28"
"SRR24705088","EAT_57","cellular organisms","99.72"
"SRR24705087","EAT_58","Viruses","0.33"
"SRR24705087","EAT_58","cellular organisms","99.67"
"SRR24705086","EAT_60","Viruses","1.62"
"SRR24705086","EAT_60","cellular organisms","98.38"
"SRR24705005","EAT_65","Viruses","0.76"
"SRR24705005","EAT_65","cellular organisms","99.24"
"SRR24705003","EAT_68","Viruses","1.45"
"SRR24705003","EAT_68","cellular organisms","98.55"
"SRR24705002","EAT_75","Viruses","0.96"
"SRR24705002","EAT_75","cellular organisms","99.04"
"SRR24705001","EAU_34","Viruses","0.69"
"SRR24705001","EAU_34","cellular organisms","99.31"
"SRR24705000","EAU_46","Viruses","0.67"
"SRR24705000","EAU_46","cellular organisms","99.33"
"SRR24704999","EAU_47","Viruses","0.57"
"SRR24704999","EAU_47","cellular organisms","99.43"
"SRR24704998","EAU_48","Viruses","0.57"
"SRR24704998","EAU_48","cellular organisms","99.43"
"SRR24704997","EAU_49","Viruses","0.57"
"SRR24704997","EAU_49","cellular organisms","99.43"
"SRR24704996","EAU_50","Viruses","0.27"
"SRR24704996","EAU_50","cellular organisms","99.73"
"SRR24704995","EAU_51","Viruses","0.28"
"SRR24704995","EAU_51","cellular organisms","99.72"
"SRR24704994","EAU_52","Viruses","0.43"
"SRR24704994","EAU_52","cellular organisms","99.57"
"SRR24704991","EAU_53","Viruses","2.05"
"SRR24704991","EAU_53","cellular organisms","97.95"
"SRR24704990","EAU_54","Viruses","1.18"
"SRR24704990","EAU_54","cellular organisms","98.82"
"SRR24704989","EAU_55","Viruses","1.04"
"SRR24704989","EAU_55","cellular organisms","98.96"
"SRR24704988","EAU_56","Viruses","0.74"
"SRR24704988","EAU_56","cellular organisms","99.26"
"SRR24704987","EAU_58","Viruses","0.48"
"SRR24704987","EAU_58","cellular organisms","99.52"
"SRR24704986","EAU_59","Viruses","0.88"
"SRR24704986","EAU_59","cellular organisms","99.12"
"SRR24704985","EAU_60","Viruses","1.14"
"SRR24704985","EAU_60","cellular organisms","98.86"
"SRR24704984","EAU_67","Viruses","0.69"
"SRR24704984","EAU_67","cellular organisms","99.31"
"SRR24704983","EAV_34","Viruses","3.63"
"SRR24704983","EAV_34","cellular organisms","96.37"
"SRR24704982","EAV_47","Viruses","1.17"
"SRR24704982","EAV_47","cellular organisms","98.83"
"SRR24704980","EAV_48","Viruses","1.39"
"SRR24704980","EAV_48","cellular organisms","98.61"
"SRR24704979","EAV_49","Viruses","1.47"
"SRR24704979","EAV_49","cellular organisms","98.53"
"SRR24704978","EAV_50","Viruses","2.22"
"SRR24704978","EAV_50","cellular organisms","97.78"
"SRR24704977","EAV_51","Viruses","2.45"
"SRR24704977","EAV_51","cellular organisms","97.55"
"SRR24704976","EAV_52","Viruses","0.74"
"SRR24704976","EAV_52","cellular organisms","99.26"
"SRR24704975","EAV_54","Viruses","0.69"
"SRR24704975","EAV_54","cellular organisms","99.31"
"SRR24704974","EAV_57","Viruses","0.61"
"SRR24704974","EAV_57","cellular organisms","99.39"
"SRR24704877","EAV_62","Viruses","2.31"
"SRR24704877","EAV_62","cellular organisms","97.69"
"SRR24704876","EAV_64","Viruses","1.92"
"SRR24704876","EAV_64","cellular organisms","98.08"
"SRR24704875","EAV_65","Viruses","15.74"
"SRR24704875","EAV_65","cellular organisms","84.26"
"SRR24704873","EAV_66","Viruses","3.71"
"SRR24704873","EAV_66","cellular organisms","96.29"
"SRR24704872","EAV_68","Viruses","1.33"
"SRR24704872","EAV_68","cellular organisms","98.67"
"SRR24704871","EAV_69","Viruses","1.42"
"SRR24704871","EAV_69","cellular organisms","98.58"
"SRR24704870","EAV_72","Viruses","2.36"
"SRR24704870","EAV_72","cellular organisms","97.64"
"SRR24704869","EAW_38","Viruses","2.43"
"SRR24704869","EAW_38","cellular organisms","97.57"
"SRR24704868","EAW_50","Viruses","2.23"
"SRR24704868","EAW_50","cellular organisms","97.77"
"SRR24704867","EAW_51","Viruses","3.53"
"SRR24704867","EAW_51","cellular organisms","96.47"
"SRR24704866","EAW_52","Viruses","1.91"
"SRR24704866","EAW_52","cellular organisms","98.09"
"SRR24704865","EAW_53","Viruses","3.04"
"SRR24704865","EAW_53","cellular organisms","96.96"
"SRR24704864","EAW_54","Viruses","1.67"
"SRR24704864","EAW_54","cellular organisms","98.33"
"SRR24704862","EAW_55","Viruses","0.55"
"SRR24704862","EAW_55","cellular organisms","99.45"
"SRR24704861","EAW_56","Viruses","0.58"
"SRR24704861","EAW_56","cellular organisms","99.42"
"SRR24704860","EAW_57","Viruses","0.63"
"SRR24704860","EAW_57","cellular organisms","99.37"
"SRR24704859","EAW_58","Viruses","0.68"
"SRR24704859","EAW_58","cellular organisms","99.32"
"SRR24704858","EAW_59","Viruses","0.89"
"SRR24704858","EAW_59","cellular organisms","99.11"
"SRR24704857","EAW_60","Viruses","1.04"
"SRR24704857","EAW_60","cellular organisms","98.96"
"SRR24704856","EAW_62","Viruses","0.57"
"SRR24704856","EAW_62","cellular organisms","99.43"
"SRR24704855","EAW_66","Viruses","3.75"
"SRR24704855","EAW_66","cellular organisms","96.25"
"SRR24704854","EAW_68","Viruses","4.26"
"SRR24704854","EAW_68","cellular organisms","95.74"
"SRR24704853","EAW_75","Viruses","5.01"
"SRR24704853","EAW_75","cellular organisms","94.99"
"SRR24704851","EAX_37","Viruses","0.77"
"SRR24704851","EAX_37","cellular organisms","99.23"
"SRR24704850","EAX_50","Viruses","0.94"
"SRR24704850","EAX_50","cellular organisms","99.06"
"SRR24704849","EAX_51","Viruses","0.64"
"SRR24704849","EAX_51","cellular organisms","99.36"
"SRR24704848","EAX_52","Viruses","0.81"
"SRR24704848","EAX_52","cellular organisms","99.19"
"SRR24704847","EAX_53","Viruses","0.6"
"SRR24704847","EAX_53","cellular organisms","99.4"
"SRR24704846","EAX_54","Viruses","0.58"
"SRR24704846","EAX_54","cellular organisms","99.42"
"SRR24705085","EAX_55","Viruses","0.36"
"SRR24705085","EAX_55","cellular organisms","99.64"
"SRR24705084","EAX_56","Viruses","0.6"
"SRR24705084","EAX_56","cellular organisms","99.4"
"SRR24705083","EAX_57","Viruses","1.16"
"SRR24705083","EAX_57","cellular organisms","98.84"
"SRR24705082","EAX_58","Viruses","3.06"
"SRR24705082","EAX_58","cellular organisms","96.94"
"SRR24705080","EAX_59","Viruses","2.67"
"SRR24705080","EAX_59","cellular organisms","97.33"
"SRR24705079","EAX_60","Viruses","2.54"
"SRR24705079","EAX_60","cellular organisms","97.46"
"SRR24705078","EAX_62","Viruses","2.08"
"SRR24705078","EAX_62","cellular organisms","97.92"
"SRR24705077","EAX_66","Viruses","0.58"
"SRR24705077","EAX_66","cellular organisms","99.42"
"SRR24705076","EAX_68","Viruses","1.63"
"SRR24705076","EAX_68","cellular organisms","98.37"
"SRR24705075","EAX_71","Viruses","0.58"
"SRR24705075","EAX_71","cellular organisms","99.42"
"SRR24705074","EAY_36","Viruses","2.02"
"SRR24705074","EAY_36","cellular organisms","97.98"
"SRR24705073","EAY_49","Viruses","2.64"
"SRR24705073","EAY_49","cellular organisms","97.36"
"SRR24705072","EAY_50","Viruses","3.04"
"SRR24705072","EAY_50","cellular organisms","96.96"
"SRR24705071","EAY_51","Viruses","2.77"
"SRR24705071","EAY_51","cellular organisms","97.23"
"SRR24705069","EAY_52","Viruses","1.29"
"SRR24705069","EAY_52","cellular organisms","98.71"
"SRR24705068","EAY_53","Viruses","0.87"
"SRR24705068","EAY_53","cellular organisms","99.13"
"SRR24705067","EAY_54","Viruses","1.02"
"SRR24705067","EAY_54","cellular organisms","98.98"
"SRR24705066","EAY_55","Viruses","1.28"
"SRR24705066","EAY_55","cellular organisms","98.72"
"SRR24705065","EAY_56","Viruses","1.14"
"SRR24705065","EAY_56","cellular organisms","98.86"
"SRR24705064","EAY_57","Viruses","0.95"
"SRR24705064","EAY_57","cellular organisms","99.05"
"SRR24705063","EAY_58","Viruses","2.02"
"SRR24705063","EAY_58","cellular organisms","97.98"
"SRR24705062","EAY_59","Viruses","1.65"
"SRR24705062","EAY_59","cellular organisms","98.35"
"SRR24705061","EAY_61","Viruses","1.58"
"SRR24705061","EAY_61","cellular organisms","98.42"
"SRR24705060","EAY_65","Viruses","2.1"
"SRR24705060","EAY_65","cellular organisms","97.9"
"SRR24705058","EAY_67","Viruses","1.32"
"SRR24705058","EAY_67","cellular organisms","98.68"
"SRR24705057","EAY_74","Viruses","1.85"
"SRR24705057","EAY_74","cellular organisms","98.15"
"SRR24705056","EAZ_33","Viruses","1.28"
"SRR24705056","EAZ_33","cellular organisms","98.72"
"SRR24705055","EAZ_45","Viruses","1.81"
"SRR24705055","EAZ_45","cellular organisms","98.19"
"SRR24705054","EAZ_46","Viruses","1.84"
"SRR24705054","EAZ_46","cellular organisms","98.16"
"SRR24704845","EAZ_47","Viruses","1.46"
"SRR24704845","EAZ_47","cellular organisms","98.54"
"SRR24704844","EAZ_48","Viruses","1.46"
"SRR24704844","EAZ_48","cellular organisms","98.54"
"SRR24704843","EAZ_49","Viruses","1.88"
"SRR24704843","EAZ_49","cellular organisms","98.12"
"SRR24704842","EAZ_50","Viruses","2.09"
"SRR24704842","EAZ_50","cellular organisms","97.91"
"SRR24704841","EAZ_51","Viruses","0.55"
"SRR24704841","EAZ_51","cellular organisms","99.45"
"SRR24704839","EAZ_52","Viruses","0.45"
"SRR24704839","EAZ_52","cellular organisms","99.55"
"SRR24704838","EAZ_53","Viruses","0.33"
"SRR24704838","EAZ_53","cellular organisms","99.67"
"SRR24704837","EAZ_54","Viruses","0.32"
"SRR24704837","EAZ_54","cellular organisms","99.68"
"SRR24704836","EAZ_55","Viruses","0.33"
"SRR24704836","EAZ_55","cellular organisms","99.67"
"SRR24704835","EAZ_56","Viruses","0.59"
"SRR24704835","EAZ_56","cellular organisms","99.41"
"SRR24704834","EAZ_58","Viruses","0.79"
"SRR24704834","EAZ_58","cellular organisms","99.21"
"SRR24704833","EAZ_59","Viruses","0.7"
"SRR24704833","EAZ_59","cellular organisms","99.3"
"SRR24704832","EAZ_66","Viruses","1.45"
"SRR24704832","EAZ_66","cellular organisms","98.55"
"SRR24704831","EBC_35","Viruses","1.96"
"SRR24704831","EBC_35","cellular organisms","98.04"
"SRR24704830","EBC_48","Viruses","2.26"
"SRR24704830","EBC_48","cellular organisms","97.74"
"SRR24704828","EBC_49","Viruses","2.03"
"SRR24704828","EBC_49","cellular organisms","97.97"
"SRR24704827","EBC_50","Viruses","2.13"
"SRR24704827","EBC_50","cellular organisms","97.87"
"SRR24704826","EBC_51","Viruses","2.87"
"SRR24704826","EBC_51","cellular organisms","97.13"
"SRR24704825","EBC_52","Viruses","2.69"
"SRR24704825","EBC_52","cellular organisms","97.31"
"SRR24704824","EBC_53","Viruses","5.2"
"SRR24704824","EBC_53","cellular organisms","94.8"
"SRR24704823","EBC_54","Viruses","3.37"
"SRR24704823","EBC_54","cellular organisms","96.63"
"SRR24704822","EBC_55","Viruses","0.82"
"SRR24704822","EBC_55","cellular organisms","99.18"
"SRR24704821","EBC_56","Viruses","0.68"
"SRR24704821","EBC_56","cellular organisms","99.32"
"SRR24704820","EBC_57","Viruses","1.22"
"SRR24704820","EBC_57","cellular organisms","98.78"
"SRR24704819","EBC_58","Viruses","1.05"
