"acc","sample_name","name","pct"
"SRR24704819","EBC_58","cellular organisms","98.95"
"SRR24704816","EBC_60","Viruses","1.65"
"SRR24704816","EBC_60","cellular organisms","98.35"
"SRR24704815","EBC_64","Viruses","1.5"
"SRR24704815","EBC_64","cellular organisms","98.5"
"SRR24704814","EBC_65","Viruses","1.24"
"SRR24704814","EBC_65","cellular organisms","98.76"
"SRR24704813","EBC_72","Viruses","2.85"
"SRR24704813","EBC_72","cellular organisms","97.15"
"SRR24704812","EBD_36","Viruses","1.28"
"SRR24704812","EBD_36","cellular organisms","98.72"
"SRR24704811","EBD_48","Viruses","1.8"
"SRR24704811","EBD_48","cellular organisms","98.2"
"SRR24704810","EBD_49","Viruses","1.02"
"SRR24704810","EBD_49","cellular organisms","98.98"
"SRR24704809","EBD_50","Viruses","1.36"
"SRR24704809","EBD_50","cellular organisms","98.64"
"SRR24704808","EBD_51","Viruses","1.14"
"SRR24704808","EBD_51","cellular organisms","98.86"
"SRR24704807","EBD_52","Viruses","0.14"
"SRR24704807","EBD_52","cellular organisms","99.86"
"SRR24704805","EBD_53","Viruses","0.16"
"SRR24704805","EBD_53","cellular organisms","99.84"
"SRR24704804","EBD_54","Viruses","0.23"
"SRR24704804","EBD_54","cellular organisms","99.77"
"SRR24704803","EBD_55","Viruses","0.48"
"SRR24704803","EBD_55","cellular organisms","99.52"
"SRR24704802","EBD_56","Viruses","0.79"
"SRR24704802","EBD_56","cellular organisms","99.21"
"SRR24704801","EBD_57","Viruses","1.77"
"SRR24704801","EBD_57","cellular organisms","98.23"
"SRR24704800","EBD_59","Viruses","1.0"
"SRR24704800","EBD_59","cellular organisms","99.0"
"SRR24704799","EBD_60","Viruses","0.92"
"SRR24704799","EBD_60","cellular organisms","99.08"
"SRR24704798","EBD_64","Viruses","3.6"
"SRR24704798","EBD_64","cellular organisms","96.4"
"SRR24704797","EBD_66","Viruses","2.17"
"SRR24704797","EBD_66","cellular organisms","97.83"
"SRR24704796","EBD_73","Viruses","1.34"
"SRR24704796","EBD_73","cellular organisms","98.66"
"SRR24704794","EBE_37","Viruses","2.5"
"SRR24704794","EBE_37","cellular organisms","97.5"
"SRR24704793","EBE_48","Viruses","2.2"
"SRR24704793","EBE_48","cellular organisms","97.8"
"SRR24704792","EBE_49","Viruses","2.69"
"SRR24704792","EBE_49","cellular organisms","97.31"
"SRR24704791","EBE_50","Viruses","3.15"
"SRR24704791","EBE_50","cellular organisms","96.85"
"SRR24704790","EBE_51","Viruses","2.24"
"SRR24704790","EBE_51","cellular organisms","97.76"
"SRR24704789","EBE_52","Viruses","2.35"
"SRR24704789","EBE_52","cellular organisms","97.65"
"SRR24704788","EBE_53","Viruses","2.49"
"SRR24704788","EBE_53","cellular organisms","97.51"
"SRR24704787","EBE_54","Viruses","1.97"
"SRR24704787","EBE_54","cellular organisms","98.03"
"SRR24704786","EBE_55","Viruses","1.6"
"SRR24704786","EBE_55","cellular organisms","98.4"
"SRR24704785","EBE_56","Viruses","0.84"
"SRR24704785","EBE_56","cellular organisms","99.16"
"SRR24704783","EBE_57","Viruses","0.72"
"SRR24704783","EBE_57","cellular organisms","99.28"
"SRR24704782","EBE_58","Viruses","1.31"
"SRR24704782","EBE_58","cellular organisms","98.69"
"SRR24705053","EBE_60","Viruses","1.09"
"SRR24705053","EBE_60","cellular organisms","98.91"
"SRR24705052","EBE_64","Viruses","1.07"
"SRR24705052","EBE_64","cellular organisms","98.93"
"SRR24705051","EBE_66","Viruses","1.48"
"SRR24705051","EBE_66","cellular organisms","98.52"
"SRR24705050","EBE_73","Viruses","2.08"
"SRR24705050","EBE_73","cellular organisms","97.92"
"SRR24705049","EBF_41","Viruses","1.4"
"SRR24705049","EBF_41","cellular organisms","98.6"
"SRR24705048","EBF_53","Viruses","0.83"
"SRR24705048","EBF_53","cellular organisms","99.17"
"SRR24705047","EBF_54","Viruses","8.02"
"SRR24705047","EBF_54","cellular organisms","91.98"
"SRR24705046","EBF_55","Viruses","5.59"
"SRR24705046","EBF_55","cellular organisms","94.41"
"SRR24705044","EBF_56","Viruses","1.55"
"SRR24705044","EBF_56","cellular organisms","98.45"
"SRR24705043","EBF_57","Viruses","0.39"
"SRR24705043","EBF_57","cellular organisms","99.61"
"SRR24705042","EBF_58","Viruses","0.22"
"SRR24705042","EBF_58","cellular organisms","99.78"
"SRR24705041","EBF_59","Viruses","0.45"
"SRR24705041","EBF_59","cellular organisms","99.55"
"SRR24705040","EBF_60","Viruses","1.28"
"SRR24705040","EBF_60","cellular organisms","98.72"
"SRR24705039","EBF_61","Viruses","1.23"
"SRR24705039","EBF_61","cellular organisms","98.77"
"SRR24705038","EBF_62","Viruses","0.81"
"SRR24705038","EBF_62","cellular organisms","99.19"
"SRR24705037","EBF_63","Viruses","1.17"
"SRR24705037","EBF_63","cellular organisms","98.83"
"SRR24705036","EBF_65","Viruses","0.69"
"SRR24705036","EBF_65","cellular organisms","99.31"
"SRR24705035","EBF_69","Viruses","1.05"
"SRR24705035","EBF_69","cellular organisms","98.95"
"SRR24705033","EBF_71","Viruses","3.68"
"SRR24705033","EBF_71","cellular organisms","96.32"
"SRR24705032","EBF_78","Viruses","2.53"
"SRR24705032","EBF_78","cellular organisms","97.47"
"SRR24705031","EBG_41","Viruses","1.22"
"SRR24705031","EBG_41","cellular organisms","98.78"
"SRR24705030","EBG_53","Viruses","1.65"
"SRR24705030","EBG_53","cellular organisms","98.35"
"SRR24705029","EBG_54","Viruses","1.32"
"SRR24705029","EBG_54","cellular organisms","98.68"
"SRR24705028","EBG_55","Viruses","1.55"
"SRR24705028","EBG_55","cellular organisms","98.45"
"SRR24705027","EBG_56","Viruses","1.45"
"SRR24705027","EBG_56","cellular organisms","98.55"
"SRR24705026","EBG_57","Viruses","1.21"
"SRR24705026","EBG_57","cellular organisms","98.79"
"SRR24705025","EBG_58","Viruses","0.52"
"SRR24705025","EBG_58","cellular organisms","99.48"
"SRR24705024","EBG_59","Viruses","0.49"
"SRR24705024","EBG_59","cellular organisms","99.51"
"SRR24705022","EBG_60","Viruses","0.62"
"SRR24705022","EBG_60","cellular organisms","99.38"
"SRR24705533","EBG_61","Viruses","0.67"
"SRR24705533","EBG_61","cellular organisms","99.33"
"SRR24705532","EBG_62","Viruses","0.81"
"SRR24705532","EBG_62","cellular organisms","99.19"
"SRR24705531","EBG_63","Viruses","0.84"
"SRR24705531","EBG_63","cellular organisms","99.16"
"SRR24705530","EBG_65","Viruses","0.72"
"SRR24705530","EBG_65","cellular organisms","99.28"
"SRR24705529","EBG_69","Viruses","1.01"
"SRR24705529","EBG_69","cellular organisms","98.99"
"SRR24705528","EBG_71","Viruses","0.9"
"SRR24705528","EBG_71","cellular organisms","99.1"
"SRR24705527","EBG_78","Viruses","1.46"
"SRR24705527","EBG_78","cellular organisms","98.54"
"SRR24705526","EBI_33","Viruses","3.57"
"SRR24705526","EBI_33","cellular organisms","96.43"
"SRR24705525","EBI_46","Viruses","3.39"
"SRR24705525","EBI_46","cellular organisms","96.61"
"SRR24705523","EBI_47","Viruses","5.26"
"SRR24705523","EBI_47","cellular organisms","94.74"
"SRR24705522","EBI_48","Viruses","7.06"
"SRR24705522","EBI_48","cellular organisms","92.94"
"SRR24705521","EBI_49","Viruses","4.91"
"SRR24705521","EBI_49","cellular organisms","95.09"
"SRR24705520","EBI_50","Viruses","3.98"
"SRR24705520","EBI_50","cellular organisms","96.02"
"SRR24705519","EBI_51","Viruses","5.85"
"SRR24705519","EBI_51","cellular organisms","94.15"
"SRR24705518","EBI_52","Viruses","3.12"
"SRR24705518","EBI_52","cellular organisms","96.88"
"SRR24705517","EBI_53","Viruses","2.12"
"SRR24705517","EBI_53","cellular organisms","97.88"
"SRR24705516","EBI_54","Viruses","1.93"
"SRR24705516","EBI_54","cellular organisms","98.07"
"SRR24705515","EBI_55","Viruses","1.09"
"SRR24705515","EBI_55","cellular organisms","98.91"
"SRR24705514","EBI_56","Viruses","1.06"
"SRR24705514","EBI_56","cellular organisms","98.94"
"SRR24705512","EBI_58","Viruses","4.87"
"SRR24705512","EBI_58","cellular organisms","95.13"
"SRR24705511","EBI_62","Viruses","1.51"
"SRR24705511","EBI_62","cellular organisms","98.49"
"SRR24705510","EBI_64","Viruses","2.04"
"SRR24705510","EBI_64","cellular organisms","97.96"
"SRR24705509","EBI_71","Viruses","3.25"
"SRR24705509","EBI_71","cellular organisms","96.75"
"SRR24705508","EBL_31","Viruses","3.18"
"SRR24705508","EBL_31","cellular organisms","96.82"
"SRR24705507","EBL_45","Viruses","1.91"
"SRR24705507","EBL_45","cellular organisms","98.09"
"SRR24705506","EBL_46","Viruses","2.31"
"SRR24705506","EBL_46","cellular organisms","97.69"
"SRR24705505","EBL_47","Viruses","3.03"
"SRR24705505","EBL_47","cellular organisms","96.97"
"SRR24705504","EBL_48","Viruses","1.99"
"SRR24705504","EBL_48","cellular organisms","98.01"
"SRR24705503","EBL_49","Viruses","1.85"
"SRR24705503","EBL_49","cellular organisms","98.15"
"SRR24704973","EBL_50","Viruses","0.32"
"SRR24704973","EBL_50","cellular organisms","99.68"
"SRR24704972","EBL_51","Viruses","0.25"
"SRR24704972","EBL_51","cellular organisms","99.75"
"SRR24704971","EBL_52","Viruses","0.25"
"SRR24704971","EBL_52","cellular organisms","99.75"
"SRR24704970","EBL_53","Viruses","0.29"
"SRR24704970","EBL_53","cellular organisms","99.71"
"SRR24704969","EBL_54","Viruses","0.5"
"SRR24704969","EBL_54","cellular organisms","99.5"
"SRR24704968","EBL_55","Viruses","0.52"
"SRR24704968","EBL_55","cellular organisms","99.48"
"SRR24704967","EBL_57","Viruses","1.09"
"SRR24704967","EBL_57","cellular organisms","98.91"
"SRR24704966","EBL_61","Viruses","2.34"
"SRR24704966","EBL_61","cellular organisms","97.66"
"SRR24704965","EBL_63","Viruses","1.97"
"SRR24704965","EBL_63","cellular organisms","98.03"
"SRR24704964","EBL_70","Viruses","1.82"
"SRR24704964","EBL_70","cellular organisms","98.18"
"SRR24704961","EBN_34","Viruses","2.01"
"SRR24704961","EBN_34","cellular organisms","97.99"
"SRR24704960","EBN_46","Viruses","1.78"
"SRR24704960","EBN_46","cellular organisms","98.22"
"SRR24704959","EBN_47","Viruses","2.58"
"SRR24704959","EBN_47","cellular organisms","97.42"
"SRR24704958","EBN_48","Viruses","1.11"
"SRR24704958","EBN_48","cellular organisms","98.89"
"SRR24704957","EBN_49","Viruses","3.41"
"SRR24704957","EBN_49","cellular organisms","96.59"
"SRR24704956","EBN_50","Viruses","0.96"
"SRR24704956","EBN_50","cellular organisms","99.04"
"SRR24704955","EBN_51","Viruses","1.1"
"SRR24704955","EBN_51","cellular organisms","98.9"
"SRR24704954","EBN_52","Viruses","1.14"
"SRR24704954","EBN_52","cellular organisms","98.86"
"SRR24704953","EBN_53","Viruses","2.15"
"SRR24704953","EBN_53","cellular organisms","97.85"
"SRR24704952","EBN_54","Viruses","0.88"
"SRR24704952","EBN_54","cellular organisms","99.12"
"SRR24704950","EBN_55","Viruses","0.82"
"SRR24704950","EBN_55","cellular organisms","99.18"
"SRR24704949","EBN_56","Viruses","0.41"
"SRR24704949","EBN_56","cellular organisms","99.59"
"SRR24704948","EBN_58","Viruses","0.46"
"SRR24704948","EBN_58","cellular organisms","99.54"
"SRR24704947","EBN_63","Viruses","1.17"
"SRR24704947","EBN_63","cellular organisms","98.83"
"SRR24704946","EBN_65","Viruses","1.3"
"SRR24704946","EBN_65","cellular organisms","98.7"
"SRR24704945","EBN_72","Viruses","1.26"
"SRR24704945","EBN_72","cellular organisms","98.74"
"SRR24704944","EBO_34","Viruses","3.0"
"SRR24704944","EBO_34","cellular organisms","97.0"
"SRR24704943","EBO_48","Viruses","1.77"
"SRR24704943","EBO_48","cellular organisms","98.23"
"SRR24704942","EBO_49","Viruses","1.79"
"SRR24704942","EBO_49","cellular organisms","98.21"
"SRR24704778","EBO_52","Viruses","2.15"
"SRR24704778","EBO_52","cellular organisms","97.85"
"SRR24704777","EBO_53","Viruses","2.12"
"SRR24704777","EBO_53","cellular organisms","97.88"
"SRR24704776","EBO_54","Viruses","2.01"
"SRR24704776","EBO_54","cellular organisms","97.99"
"SRR24704779","EBO_55","Viruses","1.56"
"SRR24704779","EBO_55","cellular organisms","98.44"
"SRR24704774","EBO_56","Viruses","1.97"
"SRR24704774","EBO_56","cellular organisms","98.03"
"SRR24704773","EBO_57","Viruses","1.97"
"SRR24704773","EBO_57","cellular organisms","98.03"
"SRR24704772","EBO_58","Viruses","2.11"
"SRR24704772","EBO_58","cellular organisms","97.89"
"SRR24704771","EBO_60","Viruses","2.16"
"SRR24704771","EBO_60","cellular organisms","97.84"
"SRR24704770","EBO_63","Viruses","2.23"
"SRR24704770","EBO_63","cellular organisms","97.77"
"SRR24704768","EBO_64","Viruses","2.5"
"SRR24704768","EBO_64","cellular organisms","97.5"
"SRR24704767","EBO_71","Viruses","2.15"
"SRR24704767","EBO_71","cellular organisms","97.85"
"SRR24704775","EBO_75","Viruses","1.93"
"SRR24704775","EBO_75","cellular organisms","98.07"
"SRR24704781","EBO_76","Viruses","2.0"
"SRR24704781","EBO_76","cellular organisms","98.0"
"SRR24704766","EBP_33","Viruses","2.68"
"SRR24704766","EBP_33","cellular organisms","97.32"
"SRR24704765","EBP_46","Viruses","2.62"
"SRR24704765","EBP_46","cellular organisms","97.38"
"SRR24704764","EBP_47","Viruses","2.36"
"SRR24704764","EBP_47","cellular organisms","97.64"
"SRR24704763","EBP_48","Viruses","2.74"
"SRR24704763","EBP_48","cellular organisms","97.26"
"SRR24704762","EBP_50","Viruses","2.99"
"SRR24704762","EBP_50","cellular organisms","97.01"
"SRR24704761","EBP_51","Viruses","10.94"
"SRR24704761","EBP_51","cellular organisms","89.06"
"SRR24704760","EBP_52","Viruses","19.04"
"SRR24704760","EBP_52","cellular organisms","80.96"
"SRR24704759","EBP_53","Viruses","11.31"
"SRR24704759","EBP_53","cellular organisms","88.69"
"SRR24704757","EBP_54","Viruses","8.99"
"SRR24704757","EBP_54","cellular organisms","91.01"
"SRR24704756","EBP_55","Viruses","2.49"
"SRR24704756","EBP_55","cellular organisms","97.51"
"SRR24704755","EBP_56","Viruses","3.28"
"SRR24704755","EBP_56","cellular organisms","96.72"
"SRR24704754","EBP_58","Viruses","2.13"
"SRR24704754","EBP_58","cellular organisms","97.87"
"SRR24704753","EBP_59","Viruses","2.04"
"SRR24704753","EBP_59","cellular organisms","97.96"
"SRR24704752","EBP_62","Viruses","2.89"
"SRR24704752","EBP_62","cellular organisms","97.11"
"SRR24704751","EBP_64","Viruses","2.62"
"SRR24704751","EBP_64","cellular organisms","97.38"
"SRR24704750","EBP_71","Viruses","2.72"
"SRR24704750","EBP_71","cellular organisms","97.28"
"SRR24704749","EBQ_36","Viruses","1.5"
"SRR24704749","EBQ_36","cellular organisms","98.5"
"SRR24704748","EBQ_49","Viruses","1.1"
"SRR24704748","EBQ_49","cellular organisms","98.9"
"SRR24704746","EBQ_50","Viruses","1.01"
"SRR24704746","EBQ_50","cellular organisms","98.99"
"SRR24704745","EBQ_51","Viruses","1.12"
"SRR24704745","EBQ_51","cellular organisms","98.88"
"SRR24704744","EBQ_52","Viruses","1.15"
"SRR24704744","EBQ_52","cellular organisms","98.85"
"SRR24704743","EBQ_53","Viruses","1.68"
"SRR24704743","EBQ_53","cellular organisms","98.32"
"SRR24704742","EBQ_54","Viruses","1.04"
"SRR24704742","EBQ_54","cellular organisms","98.96"
"SRR24704741","EBQ_55","Viruses","0.88"
"SRR24704741","EBQ_55","cellular organisms","99.12"
"SRR24704740","EBQ_56","Viruses","0.77"
"SRR24704740","EBQ_56","cellular organisms","99.23"
"SRR24704739","EBQ_57","Viruses","0.53"
"SRR24704739","EBQ_57","cellular organisms","99.47"
"SRR24704738","EBQ_58","Viruses","0.69"
"SRR24704738","EBQ_58","cellular organisms","99.31"
"SRR24704737","EBQ_59","Viruses","0.65"
"SRR24704737","EBQ_59","cellular organisms","99.35"
"SRR24704735","EBQ_61","Viruses","0.92"
"SRR24704735","EBQ_61","cellular organisms","99.08"
"SRR24704734","EBQ_64","Viruses","0.85"
"SRR24704734","EBQ_64","cellular organisms","99.15"
"SRR24704733","EBQ_66","Viruses","1.02"
"SRR24704733","EBQ_66","cellular organisms","98.98"
"SRR24704732","EBQ_73","Viruses","0.98"
"SRR24704732","EBQ_73","cellular organisms","99.02"
"SRR24704731","EBR_33","Viruses","2.84"
"SRR24704731","EBR_33","cellular organisms","97.16"
"SRR24704730","EBR_46","Viruses","3.88"
"SRR24704730","EBR_46","cellular organisms","96.12"
"SRR24704729","EBR_47","Viruses","2.88"
"SRR24704729","EBR_47","cellular organisms","97.12"
"SRR24704728","EBR_48","Viruses","3.02"
"SRR24704728","EBR_48","cellular organisms","96.98"
"SRR24704727","EBR_49","Viruses","4.84"
"SRR24704727","EBR_49","cellular organisms","95.16"
"SRR24704726","EBR_51","Viruses","3.26"
"SRR24704726","EBR_51","cellular organisms","96.74"
"SRR24704724","EBR_52","Viruses","4.29"
"SRR24704724","EBR_52","cellular organisms","95.71"
"SRR24704723","EBR_53","Viruses","3.05"
"SRR24704723","EBR_53","cellular organisms","96.95"
"SRR24704722","EBR_54","Viruses","0.83"
"SRR24704722","EBR_54","cellular organisms","99.17"
"SRR24704721","EBR_55","Viruses","0.74"
"SRR24704721","EBR_55","cellular organisms","99.26"
"SRR24704720","EBR_56","Viruses","0.81"
"SRR24704720","EBR_56","cellular organisms","99.19"
"SRR24704719","EBR_58","Viruses","0.7"
"SRR24704719","EBR_58","cellular organisms","99.3"
"SRR24704718","EBR_59","Viruses","1.6"
"SRR24704718","EBR_59","cellular organisms","98.4"
"SRR24705021","EBR_62","Viruses","2.1"
"SRR24705021","EBR_62","cellular organisms","97.9"
"SRR24705020","EBR_64","Viruses","2.04"
"SRR24705020","EBR_64","cellular organisms","97.96"
"SRR24705019","EBR_71","Viruses","1.97"
"SRR24705019","EBR_71","cellular organisms","98.03"
"SRR24705017","EBT_33","Viruses","3.86"
"SRR24705017","EBT_33","cellular organisms","96.14"
"SRR24705016","EBT_46","Viruses","2.1"
"SRR24705016","EBT_46","cellular organisms","97.9"
"SRR24705015","EBT_47","Viruses","1.83"
"SRR24705015","EBT_47","cellular organisms","98.17"
"SRR24705014","EBT_48","Viruses","1.72"
"SRR24705014","EBT_48","cellular organisms","98.28"
"SRR24705013","EBT_49","Viruses","2.36"
"SRR24705013","EBT_49","cellular organisms","97.64"
"SRR24705012","EBT_50","Viruses","1.09"
"SRR24705012","EBT_50","cellular organisms","98.91"
"SRR24705011","EBT_51","Viruses","0.52"
"SRR24705011","EBT_51","cellular organisms","99.48"
"SRR24705010","EBT_52","Viruses","0.58"
"SRR24705010","EBT_52","cellular organisms","99.42"
"SRR24705009","EBT_53","Viruses","1.33"
"SRR24705009","EBT_53","cellular organisms","98.67"
"SRR24705008","EBT_54","Viruses","4.61"
"SRR24705008","EBT_54","cellular organisms","95.39"
"SRR24705006","EBT_55","Viruses","2.13"
"SRR24705006","EBT_55","cellular organisms","97.87"
"SRR24705677","EBT_56","Viruses","2.05"
"SRR24705677","EBT_56","cellular organisms","97.95"
"SRR24705676","EBT_58","Viruses","2.15"
"SRR24705676","EBT_58","cellular organisms","97.85"
"SRR24705675","EBT_62","Viruses","4.56"
"SRR24705675","EBT_62","cellular organisms","95.44"
"SRR24705674","EBT_64","Viruses","2.93"
"SRR24705674","EBT_64","cellular organisms","97.07"
"SRR24705673","EBT_71","Viruses","2.26"
"SRR24705673","EBT_71","cellular organisms","97.74"
"SRR24705672","EBU_33","Viruses","1.29"
"SRR24705672","EBU_33","cellular organisms","98.71"
"SRR24705671","EBU_46","Viruses","2.5"
"SRR24705671","EBU_46","cellular organisms","97.5"
"SRR24705670","EBU_47","Viruses","2.07"
"SRR24705670","EBU_47","cellular organisms","97.93"
"SRR24705669","EBU_48","Viruses","2.4"
"SRR24705669","EBU_48","cellular organisms","97.6"
"SRR24705666","EBU_49","Viruses","2.54"
"SRR24705666","EBU_49","cellular organisms","97.46"
"SRR24705665","EBU_50","Viruses","3.62"
"SRR24705665","EBU_50","cellular organisms","96.38"
"SRR24705664","EBU_51","Viruses","4.93"
"SRR24705664","EBU_51","cellular organisms","95.07"
"SRR24705663","EBU_52","Viruses","2.93"
"SRR24705663","EBU_52","cellular organisms","97.07"
"SRR24705662","EBU_53","Viruses","2.97"
"SRR24705662","EBU_53","cellular organisms","97.03"
"SRR24705501","EBU_54","Viruses","1.27"
"SRR24705501","EBU_54","cellular organisms","98.73"
"SRR24705500","EBU_55","Viruses","1.51"
"SRR24705500","EBU_55","cellular organisms","98.49"
"SRR24705499","EBU_56","Viruses","1.06"
"SRR24705499","EBU_56","cellular organisms","98.94"
"SRR24705498","EBU_58","Viruses","1.41"
"SRR24705498","EBU_58","cellular organisms","98.59"
"SRR24705497","EBU_61","Viruses","1.42"
"SRR24705497","EBU_61","cellular organisms","98.58"
"SRR24705495","EBU_64","Viruses","1.06"
"SRR24705495","EBU_64","cellular organisms","98.94"
"SRR24705494","EBU_71","Viruses","1.7"
"SRR24705494","EBU_71","cellular organisms","98.3"
"SRR24705493","EBW_60","Viruses","1.02"
"SRR24705493","EBW_60","cellular organisms","98.98"
"SRR24705492","EBW_73","Viruses","0.81"
"SRR24705492","EBW_73","cellular organisms","99.19"
"SRR24705491","EBW_74","Viruses","0.72"
"SRR24705491","EBW_74","cellular organisms","99.28"
"SRR24705490","EBW_75","Viruses","0.95"
"SRR24705490","EBW_75","cellular organisms","99.05"
"SRR24705489","EBW_76","Viruses","1.08"
"SRR24705489","EBW_76","cellular organisms","98.92"
"SRR24705488","EBW_77","Viruses","0.84"
"SRR24705488","EBW_77","cellular organisms","99.16"
"SRR24705487","EBW_78","Viruses","3.17"
"SRR24705487","EBW_78","cellular organisms","96.83"
"SRR24705486","EBW_79","Viruses","5.46"
"SRR24705486","EBW_79","cellular organisms","94.54"
"SRR24705484","EBW_80","Viruses","4.85"
"SRR24705484","EBW_80","cellular organisms","95.15"
"SRR24705483","EBW_81","Viruses","8.76"
"SRR24705483","EBW_81","cellular organisms","91.24"
"SRR24705482","EBW_82","Viruses","1.72"
"SRR24705482","EBW_82","cellular organisms","98.28"
"SRR24705481","EBW_83","Viruses","0.68"
"SRR24705481","EBW_83","cellular organisms","99.32"
"SRR24705480","EBW_85","Viruses","0.48"
"SRR24705480","EBW_85","cellular organisms","99.52"
"SRR24705479","EBW_88","Viruses","0.76"
"SRR24705479","EBW_88","cellular organisms","99.24"
"SRR24705478","EBW_90","Viruses","0.99"
"SRR24705478","EBW_90","cellular organisms","99.01"
"SRR24705477","EBW_97","Viruses","3.04"
"SRR24705477","EBW_97","cellular organisms","96.96"
"SRR24705476","EBX_30","Viruses","0.98"
"SRR24705476","EBX_30","cellular organisms","99.02"
"SRR24705475","EBX_47","Viruses","1.59"
"SRR24705475","EBX_47","cellular organisms","98.41"
"SRR24705473","EBX_48","Viruses","2.31"
"SRR24705473","EBX_48","cellular organisms","97.69"
"SRR24705472","EBX_49","Viruses","1.45"
"SRR24705472","EBX_49","cellular organisms","98.55"
"SRR24705471","EBX_50","Viruses","2.23"
"SRR24705471","EBX_50","cellular organisms","97.77"
"SRR24705470","EBX_51","Viruses","2.56"
"SRR24705470","EBX_51","cellular organisms","97.44"
"SRR24705661","EBX_52","Viruses","2.77"
"SRR24705661","EBX_52","cellular organisms","97.23"
"SRR24705660","EBX_53","Viruses","1.91"
"SRR24705660","EBX_53","cellular organisms","98.09"
"SRR24705659","EBX_54","Viruses","9.21"
"SRR24705659","EBX_54","cellular organisms","90.79"
"SRR24705658","EBX_55","Viruses","20.97"
"SRR24705658","EBX_55","cellular organisms","79.03"
"SRR24705657","EBX_56","Viruses","9.38"
"SRR24705657","EBX_56","cellular organisms","90.62"
"SRR24705656","EBX_57","Viruses","4.93"
"SRR24705656","EBX_57","cellular organisms","95.07"
"SRR24705654","EBX_59","Viruses","4.61"
"SRR24705654","EBX_59","cellular organisms","95.39"
"SRR24705653","EBX_63","Viruses","1.88"
"SRR24705653","EBX_63","cellular organisms","98.12"
"SRR24705652","EBX_64","Viruses","2.36"
"SRR24705652","EBX_64","cellular organisms","97.64"
"SRR24705651","EBX_70","Viruses","2.51"
"SRR24705651","EBX_70","cellular organisms","97.49"
"SRR24705650","EBZ_33","Viruses","1.87"
"SRR24705650","EBZ_33","cellular organisms","98.13"
"SRR24705649","EBZ_46","Viruses","1.43"
"SRR24705649","EBZ_46","cellular organisms","98.57"
"SRR24705648","EBZ_47","Viruses","2.07"
"SRR24705648","EBZ_47","cellular organisms","97.93"
"SRR24705647","EBZ_48","Viruses","2.28"
"SRR24705647","EBZ_48","cellular organisms","97.72"
"SRR24705646","EBZ_49","Viruses","2.19"
"SRR24705646","EBZ_49","cellular organisms","97.81"
"SRR24705645","EBZ_50","Viruses","2.09"
"SRR24705645","EBZ_50","cellular organisms","97.91"
"SRR24705643","EBZ_51","Viruses","2.02"
"SRR24705643","EBZ_51","cellular organisms","97.98"
"SRR24705642","EBZ_52","Viruses","2.57"
"SRR24705642","EBZ_52","cellular organisms","97.43"
"SRR24705641","EBZ_53","Viruses","2.49"
"SRR24705641","EBZ_53","cellular organisms","97.51"
"SRR24705640","EBZ_54","Viruses","1.66"
"SRR24705640","EBZ_54","cellular organisms","98.34"
"SRR24705639","EBZ_55","Viruses","1.54"
"SRR24705639","EBZ_55","cellular organisms","98.46"
"SRR24705638","EBZ_56","Viruses","1.48"
"SRR24705638","EBZ_56","cellular organisms","98.52"
"SRR24705637","EBZ_58","Viruses","1.82"
"SRR24705637","EBZ_58","cellular organisms","98.18"
"SRR24705636","EBZ_62","Viruses","2.06"
"SRR24705636","EBZ_62","cellular organisms","97.94"
"SRR24705635","EBZ_64","Viruses","1.7"
"SRR24705635","EBZ_64","cellular organisms","98.3"
"SRR24705634","EBZ_71","Viruses","1.79"
"SRR24705634","EBZ_71","cellular organisms","98.21"
